date,time,team1Name,team1Score,team2Name,team2Score,venue,referee,totalScore,winner,extraTime,day,month,year,season
11/Feb/2011,19:45,Sale,7,Bath,19,Edgeley Park,N/A,26,A,N,Fri,Feb,2011,2010-11
12/Feb/2011,12:30,London Irish,23 ,Newcastle,14,Madejski Stadium,N/A,37,H,N,Sat,Feb,2011,2010-11
12/Feb/2011,15:00,Exeter,20,Harlequins,6,Sandy Park,N/A,26,H,N,Sat,Feb,2011,2010-11
12/Feb/2011,15:00,Northampton,15,Saracens,29,Franklin's Gardens,N/A,44,A,N,Sat,Feb,2011,2010-11
13/Feb/2011,15:00,Leeds,9,Leicester,15,Headingley,N/A,24,A,N,Sun,Feb,2011,2010-11
13/Feb/2011,17:00,Wasps,9,Gloucester,10,Adams Park,N/A,19,A,N,Sun,Feb,2011,2010-11
18/Feb/2011,19:45,Gloucester,23,London Irish,9,Kingsholm,N/A,32,H,N,Fri,Feb,2011,2010-11
18/Feb/2011,20:00,Newcastle,13,Exeter,23,Kingston Park,N/A,36,A,N,Fri,Feb,2011,2010-11
19/Feb/2011,15:00,Bath,38,Northampton,8,Recreation Ground,N/A,46,H,N,Sat,Feb,2011,2010-11
19/Feb/2011,15:00,Harlequins,21,Sale,9,Twickenham Stoop,N/A,30,H,N,Sat,Feb,2011,2010-11
19/Feb/2011,17:30,Leicester,21,Wasps,12,Welford Road,N/A,33,H,N,Sat,Feb,2011,2010-11
20/Feb/2011,15:00,Saracens,39,Leeds,0,Vicarage Road,N/A,39,H,N,Sun,Feb,2011,2010-11
25/Feb/2011,19:45,Sale,16,Leicester,18,Edgeley Park,N/A,34,A,N,Fri,Feb,2011,2010-11
26/Feb/2011,15:00,Exeter,9,Bath,12,Sandy Park,N/A,21,A,N,Sat,Feb,2011,2010-11
26/Feb/2011,15:00,London Irish,15,Harlequins,9,Madejski Stadium,N/A,24,H,N,Sat,Feb,2011,2010-11
26/Feb/2011,15:00,Northampton,16,Gloucester,18,Franklin's Gardens,N/A,34,A,N,Sat,Feb,2011,2010-11
27/Feb/2011,13:00,Wasps,15,Saracens,26,Adams Park,N/A,41,A,N,Sun,Feb,2011,2010-11
27/Feb/2011,17:30,Leeds,5,Newcastle,22,Headingley,N/A,27,A,N,Sun,Feb,2011,2010-11
04/Mar/2011,20:00,Newcastle,33,Harlequins,18,Kingston Park,N/A,51,H,N,Fri,Mar,2011,2010-11
05/Mar/2011,15:00,Gloucester,34,Bath,22,Kingsholm,N/A,56,H,N,Sat,Mar,2011,2010-11
05/Mar/2011,15:15,Leicester,14,Saracens,15,Welford Road,N/A,29,A,N,Sat,Mar,2011,2010-11
06/Mar/2011,15:00,Exeter,30,Northampton,9,Sandy Park,N/A,39,H,N,Sun,Mar,2011,2010-11
06/Mar/2011,15:00,Wasps,33,Sale,26,Adams Park,N/A,59,H,N,Sun,Mar,2011,2010-11
06/Mar/2011,15:00,Leeds,27,London Irish,19,Headingley,N/A,46,H,N,Sun,Mar,2011,2010-11
12/Mar/2011,15:00,Leeds,13,Northampton,23,Headingley,N/A,36,A,N,Sat,Mar,2011,2010-11
25/Mar/2011,19:45,Sale,15,Leeds,12,Edgeley Park,N/A,27,H,N,Fri,Mar,2011,2010-11
26/Mar/2011,15:00,Harlequins,53,Gloucester,15,Twickenham Stoop,N/A,68,H,N,Sat,Mar,2011,2010-11
26/Mar/2011,15:00,London Irish,39,Exeter,17,Madejski Stadium,N/A,56,H,N,Sat,Mar,2011,2010-11
26/Mar/2011,16:30,Bath,6,Leicester,37,Recreation Ground,N/A,43,A,N,Sat,Mar,2011,2010-11
27/Mar/2011,13:45,Northampton,39,Wasps,3,Franklin's Gardens,N/A,42,H,N,Sun,Mar,2011,2010-11
27/Mar/2011,15:00,Saracens,24,Newcastle,9,Vicarage Road,N/A,33,H,N,Sun,Mar,2011,2010-11
02/Apr/2011,14:30,Northampton,53,Sale,24,Franklin's Gardens,N/A,77,H,N,Sat,Apr,2011,2010-11
02/Apr/2011,15:00,Gloucester,34,Newcastle,9,Kingsholm,Dean Richards,43,H,N,Sat,Apr,2011,2010-11
02/Apr/2011,17:30,Harlequins,13,Leicester,17,Twickenham Stoop,Wayne Barnes,30,A,N,Sat,Apr,2011,2010-11
03/Apr/2011,15:00,Leeds,27,Exeter,22,Headingley,Tim Wigglesworth,49,H,N,Sun,Apr,2011,2010-11
03/Apr/2011,15:00,London Irish,25,Wasps,12,Madejski Stadium,Chris White,37,H,N,Sun,Apr,2011,2010-11
03/Apr/2011,15:00,Saracens,20,Bath,9,Vicarage Road,Nigel Owens,29,H,N,Sun,Apr,2011,2010-11
08/Apr/2011,19:45,Sale,36,Gloucester,31,Edgeley Park,N/A,67,H,N,Fri,Apr,2011,2010-11
09/Apr/2011,14:30,Bath,26,Exeter,18,Recreation Ground,N/A,44,H,N,Sat,Apr,2011,2010-11
09/Apr/2011,15:00,Newcastle,29,Leeds,30,Kingston Park,N/A,59,A,N,Sat,Apr,2011,2010-11
15/Apr/2011,19:45,Newcastle,15,Northampton,22,Kingston Park,Greg Garner,37,A,N,Fri,Apr,2011,2010-11
16/Apr/2011,14:15,Bath,19,Harlequins,15,Recreation Ground,Dave Pearson,34,H,N,Sat,Apr,2011,2010-11
16/Apr/2011,15:00,Exeter,12,Saracens,33,Sandy Park,Dean Richards,45,A,N,Sat,Apr,2011,2010-11
16/Apr/2011,15:00,Leicester,41,Gloucester,41,Welford Road,George Clancy,82,D,N,Sat,Apr,2011,2010-11
16/Apr/2011,17:30,Sale,20,London Irish,34,Reebok Stadium,N/A,54,A,N,Sat,Apr,2011,2010-11
17/Apr/2011,15:00,Wasps,51,Leeds,18,Adams Park,N/A,69,H,N,Sun,Apr,2011,2010-11
19/Apr/2011,19:45,Gloucester,27,Northampton,15,Kingsholm,N/A,42,H,N,Tue,Apr,2011,2010-11
22/Apr/2011,15:00,Sale,24,Exeter,30,Edgeley Park,Peter Fitzgibbon,54,A,N,Fri,Apr,2011,2010-11
22/Apr/2011,18:00,Newcastle,13,Leicester,24,Kingston Park,Tim Wigglesworth,37,A,N,Fri,Apr,2011,2010-11
23/Apr/2011,15:00,London Irish,20,Northampton,26,Madejski Stadium,N/A,46,A,N,Sat,Apr,2011,2010-11
23/Apr/2011,17:30,Wasps,10,Bath,43,Twickenham Stadium,Wayne Barnes,53,A,N,Sat,Apr,2011,2010-11
24/Apr/2011,13:30,Saracens,35,Gloucester,12,Vicarage Road,Dave Pearson,47,H,N,Sun,Apr,2011,2010-11
24/Apr/2011,15:00,Leeds,3,Harlequins,38,Headingley,Martin Fox,41,A,N,Sun,Apr,2011,2010-11
30/Apr/2011,16:00,Newcastle,11,Bath,14,Kingston Park,N/A,25,A,N,Sat,Apr,2011,2010-11
07/May/2011,15:00,Bath,42,Newcastle,12,Recreation Ground,Wayne Barnes,54,H,N,Sat,May,2011,2010-11
07/May/2011,15:00,Exeter,21,Wasps,8,Sandy Park,Llyr Apgeraint-Roberts,29,H,N,Sat,May,2011,2010-11
07/May/2011,15:00,Gloucester,68,Sale,17,Kingsholm,N/A,85,H,N,Sat,May,2011,2010-11
07/May/2011,15:00,Harlequins,13,Saracens,16,Twickenham Stoop,Tim Wigglesworth,29,A,N,Sat,May,2011,2010-11
07/May/2011,15:00,Leicester,32,London Irish,23,Welford Road,Greg Garner,55,H,N,Sat,May,2011,2010-11
07/May/2011,15:00,Northampton,31,Leeds,24,Franklin's Gardens,Andrew Small,55,H,N,Sat,May,2011,2010-11
14/May/2011,15:15,Leicester,11,Northampton,3,Welford Road,Wayne Barnes,14,H,N,Sat,May,2011,2010-11
15/May/2011,14:30,Saracens,12,Gloucester,10,Vicarage Road,Andrew Small,22,H,N,Sun,May,2011,2010-11
28/May/2011,15:00,Leicester,18,Saracens,22,Twickenham Stadium,Wayne Barnes,40,A,N,Sat,May,2011,2010-11
03/Sep/2011,14:00,London Irish,24,Harlequins,29,Twickenham Stadium,Greg Garner,53,A,N,Sat,Sep,2011,2011-12
03/Sep/2011,15:00,Leicester,28,Exeter,30,Welford Road,Tim Wigglesworth,58,A,N,Sat,Sep,2011,2011-12
03/Sep/2011,15:00,Worcester,17,Sale,12,Sixways,N/A,29,H,N,Sat,Sep,2011,2011-12
03/Sep/2011,16:30,Saracens,15,Wasps,20,Twickenham Stadium,N/A,35,A,N,Sat,Sep,2011,2011-12
03/Sep/2011,18:30,Newcastle,9,Bath,22,Kingston Park,Martin Fox,31,A,N,Sat,Sep,2011,2011-12
04/Sep/2011,15:30,Northampton,26,Gloucester,24,Franklin's Gardens,Andrew Small,50,H,N,Sun,Sep,2011,2011-12
09/Sep/2011,19:45,Harlequins,26,Northampton,13,Twickenham Stoop,Greg Garner,39,H,N,Fri,Sep,2011,2011-12
09/Sep/2011,19:45,Sale,30,London Irish,29,Edgeley Park,Sean Davey,59,H,N,Fri,Sep,2011,2011-12
10/Sep/2011,15:00,Exeter,32,Newcastle,15,Sandy Park,Chris White,47,H,N,Sat,Sep,2011,2011-12
10/Sep/2011,15:00,Gloucester,29,Worcester,8,Kingsholm,N/A,37,H,N,Sat,Sep,2011,2011-12
10/Sep/2011,15:15,Bath,26,Saracens,28,Recreation Ground,Greg Garner,54,A,N,Sat,Sep,2011,2011-12
11/Sep/2011,14:15,Wasps,35,Leicester,29,Adams Park,Andrew Small,64,H,N,Sun,Sep,2011,2011-12
17/Sep/2011,15:00,Harlequins,42,Gloucester,6,Twickenham Stoop,Tim Wigglesworth,48,H,N,Sat,Sep,2011,2011-12
17/Sep/2011,15:00,Wasps,18,Sale,29,Adams Park,Greg Garner,47,A,N,Sat,Sep,2011,2011-12
17/Sep/2011,15:00,Northampton,13,London Irish,14,Franklin's Gardens,Martin Fox,27,A,N,Sat,Sep,2011,2011-12
17/Sep/2011,15:05,Newcastle,26,Leicester,27,Kingston Park,N/A,53,A,N,Sat,Sep,2011,2011-12
17/Sep/2011,17:30,Bath,23,Exeter,19,Recreation Ground,N/A,42,H,N,Sat,Sep,2011,2011-12
18/Sep/2011,14:15,Saracens,18,Worcester,6,Vicarage Road,Llyr ApGeraint-Roberts,24,H,N,Sun,Sep,2011,2011-12
23/Sep/2011,19:45,Sale,29,Northampton,21,Edgeley Park,Tim Wigglesworth,50,H,N,Fri,Sep,2011,2011-12
24/Sep/2011,14:30,Leicester,25,Saracens,50,Welford Road,Greg Garner,75,A,N,Sat,Sep,2011,2011-12
24/Sep/2011,15:00,Gloucester,23,Bath,6,Kingsholm,N/A,29,H,N,Sat,Sep,2011,2011-12
24/Sep/2011,15:00,London Irish,46,Newcastle,29,Madejski Stadium,N/A,75,H,N,Sat,Sep,2011,2011-12
24/Sep/2011,15:00,Worcester,15,Harlequins,17,Sixways,Chris White,32,A,N,Sat,Sep,2011,2011-12
25/Sep/2011,15:00,Exeter,21,Wasps,11,Sandy Park,Martin Fox,32,H,N,Sun,Sep,2011,2011-12
30/Sep/2011,19:45,Worcester,12,Northampton,3,Sixways,N/A,15,H,N,Fri,Sep,2011,2011-12
01/Oct/2011,13:00,Gloucester,33,London Irish,30,Kingsholm,Greg Garner,63,H,N,Sat,Oct,2011,2011-12
01/Oct/2011,15:00,Exeter,13,Saracens,17,Sandy Park,N/A,30,A,N,Sat,Oct,2011,2011-12
01/Oct/2011,15:00,Harlequins,48,Sale,41,Twickenham Stoop,Martin Fox,89,H,N,Sat,Oct,2011,2011-12
01/Oct/2011,15:15,Bath,26,Leicester,25,Recreation Ground,Tim Wigglesworth,51,H,N,Sat,Oct,2011,2011-12
02/Oct/2011,15:30,Newcastle,15,Wasps,10,Kingston Park,Sean Davey,25,H,N,Sun,Oct,2011,2011-12
08/Oct/2011,14:30,Northampton,33,Exeter,3,Franklin's Gardens,Greg Garner,36,H,N,Sat,Oct,2011,2011-12
08/Oct/2011,15:00,Sale,13,Gloucester,11,Edgeley Park,Sean Davey,24,H,N,Sat,Oct,2011,2011-12
08/Oct/2011,16:45,Leicester,18,Harlequins,27,Welford Road,N/A,45,A,N,Sat,Oct,2011,2011-12
09/Oct/2011,14:00,London Irish,42,Worcester,24,Madejski Stadium,N/A,66,H,N,Sun,Oct,2011,2011-12
09/Oct/2011,15:00,Wasps,27,Bath,24,Adams Park,Andrew Small,51,H,N,Sun,Oct,2011,2011-12
09/Oct/2011,15:00,Saracens,25,Newcastle,5,Vicarage Road,N/A,30,H,N,Sun,Oct,2011,2011-12
28/Oct/2011,19:45,Sale,13,Leicester,34,Edgeley Park,Andrew Small,47,A,N,Fri,Oct,2011,2011-12
28/Oct/2011,19:45,Worcester,12,Wasps,14,Sixways,Greg Garner,26,A,N,Fri,Oct,2011,2011-12
29/Oct/2011,14:30,London Irish,12,Bath,13,Madejski Stadium,N/A,25,A,N,Sat,Oct,2011,2011-12
29/Oct/2011,15:00,Harlequins,19,Exeter,13,Twickenham Stoop,Sean Davey,32,H,N,Sat,Oct,2011,2011-12
29/Oct/2011,15:00,Northampton,44,Newcastle,15,Franklin's Gardens,N/A,59,H,N,Sat,Oct,2011,2011-12
29/Oct/2011,17:45,Gloucester,17,Saracens,19,Kingsholm,Tim Wigglesworth,36,A,N,Sat,Oct,2011,2011-12
04/Nov/2011,19:45,Newcastle,16,Worcester,16,Kingston Park,Wayne Barnes,32,D,N,Fri,Nov,2011,2011-12
05/Nov/2011,14:15,Bath,13,Harlequins,26,Recreation Ground,Dean Richards,39,A,N,Sat,Nov,2011,2011-12
05/Nov/2011,15:00,Exeter,19,Gloucester,24,Sandy Park,Andrew Small,43,A,N,Sat,Nov,2011,2011-12
05/Nov/2011,15:05,Leicester,24,London Irish,24,Welford Road,Dave Pearson,48,D,N,Sat,Nov,2011,2011-12
06/Nov/2011,14:15,Wasps,13,Northampton,24,Adams Park,Tim Wigglesworth,37,A,N,Sun,Nov,2011,2011-12
06/Nov/2011,15:00,Saracens,23,Sale,10,Vicarage Road,Martin Fox,33,H,N,Sun,Nov,2011,2011-12
25/Nov/2011,19:45,Sale,23,Exeter,30,Edgeley Park,Tim Wigglesworth,53,A,N,Fri,Nov,2011,2011-12
25/Nov/2011,19:45,Worcester,16,Bath,7,Sixways,Martin Fox,23,H,N,Fri,Nov,2011,2011-12
26/Nov/2011,14:15,Gloucester,14,Leicester,19,Kingsholm,N/A,33,A,N,Sat,Nov,2011,2011-12
26/Nov/2011,15:00,London Irish,21,Wasps,17,Madejski Stadium,Sean Davey,38,H,N,Sat,Nov,2011,2011-12
26/Nov/2011,17:00,Northampton,30,Saracens,8,Franklin's Gardens,Dave Pearson,38,H,N,Sat,Nov,2011,2011-12
27/Nov/2011,15:00,Harlequins,39,Newcastle,8,Twickenham Stoop,N/A,47,H,N,Sun,Nov,2011,2011-12
02/Dec/2011,20:00,Newcastle,26,Gloucester,25,Kingston Park,Greg Garner,51,H,N,Fri,Dec,2011,2011-12
03/Dec/2011,14:15,Bath,13,Sale,16,Recreation Ground,N/A,29,A,N,Sat,Dec,2011,2011-12
03/Dec/2011,14:15,Leicester,30,Northampton,25,Welford Road,Wayne Barnes,55,H,N,Sat,Dec,2011,2011-12
03/Dec/2011,15:00,Exeter,15,Worcester,9,Sandy Park,N/A,24,H,N,Sat,Dec,2011,2011-12
04/Dec/2011,14:00,Saracens,15,London Irish,11,Vicarage Road,Andrew Small,26,H,N,Sun,Dec,2011,2011-12
04/Dec/2011,16:00,Wasps,16,Harlequins,22,Adams Park,Dean Richards,38,A,N,Sun,Dec,2011,2011-12
24/Dec/2011,15:15,Northampton,22,Bath,13,Franklin's Gardens,N/A,35,H,N,Sat,Dec,2011,2011-12
26/Dec/2011,14:30,Sale,27,Newcastle,19,Edgeley Park,Dave Pearson,46,H,N,Mon,Dec,2011,2011-12
26/Dec/2011,15:00,Gloucester,39,Wasps,10,Kingsholm,Greg Garner,49,H,N,Mon,Dec,2011,2011-12
27/Dec/2011,13:30,London Irish,29,Exeter,22,Madejski Stadium,Dean Richards,51,H,N,Tue,Dec,2011,2011-12
27/Dec/2011,14:00,Worcester,13,Leicester,32,Sixways,N/A,45,A,N,Tue,Dec,2011,2011-12
27/Dec/2011,16:30,Harlequins,11,Saracens,19,Twickenham Stadium,Wayne Barnes,30,A,N,Tue,Dec,2011,2011-12
31/Dec/2011,14:00,Newcastle,14,Northampton,32,Kingston Park,Tim Wigglesworth,46,A,N,Sat,Dec,2011,2011-12
31/Dec/2011,15:45,Exeter,9,Harlequins,11,Sandy Park,N/A,20,A,N,Sat,Dec,2011,2011-12
01/Jan/2012,13:30,Bath,30,London Irish,3,Recreation Ground,Martin Fox,33,H,N,Sun,Jan,2012,2011-12
01/Jan/2012,15:00,Wasps,0,Worcester,6,Adams Park,Wayne Barnes,6,A,N,Sun,Jan,2012,2011-12
01/Jan/2012,15:00,Saracens,15,Gloucester,15,Vicarage Road,Sean Davey,30,D,N,Sun,Jan,2012,2011-12
01/Jan/2012,15:30,Leicester,28,Sale,23,Welford Road,Andrew Small,51,H,N,Sun,Jan,2012,2011-12
06/Jan/2012,19:45,Northampton,24,Harlequins,3,Franklin's Gardens,Dave Pearson,27,H,N,Fri,Jan,2012,2011-12
07/Jan/2012,14:45,Worcester,21,Gloucester,15,Sixways,Martin Fox,36,H,N,Sat,Jan,2012,2011-12
07/Jan/2012,15:00,Newcastle,10,Exeter,16,Kingston Park,Andrew Small,26,A,N,Sat,Jan,2012,2011-12
07/Jan/2012,17:00,Leicester,19,Wasps,11,Welford Road,Tim Wigglesworth,30,H,N,Sat,Jan,2012,2011-12
08/Jan/2012,15:00,London Irish,21,Sale,19,Madejski Stadium,Wayne Barnes,40,H,N,Sun,Jan,2012,2011-12
08/Jan/2012,15:00,Saracens,26,Bath,19,Vicarage Road,N/A,45,H,N,Sun,Jan,2012,2011-12
10/Feb/2012,20:00,Sale,15,Worcester,12,Edgeley Park,Llyr ApGeraint-Roberts,27,H,N,Fri,Feb,2012,2011-12
11/Feb/2012,14:00,Harlequins,30,London Irish,23,Twickenham Stoop,Tim Wigglesworth,53,H,N,Sat,Feb,2012,2011-12
